电影解说,#genre#
草帽丶海贼团的直播间,http://43.138.170.29:35455/douyu/997925
【Hunter】动漫热血老贼冒险,http://43.138.170.29:35455/douyu/6610883
【童年往事】仨房间画面同步显示点播,http://43.138.170.29:35455/douyu/7256376
妖精的直播间,http://43.138.170.29:35455/douyu/5960746
【天使点播】动漫直播间,http://43.138.170.29:35455/douyu/1487654
【动漫】超燃怀旧经典,http://43.138.170.29:35455/douyu/1174353
【动画电影】童年回忆,http://43.138.170.29:35455/douyu/10395973
【星星动画】童年热血搞笑爱情,http://43.138.170.29:35455/douyu/4369939
【追忆】国语超清动画电影,http://43.138.170.29:35455/douyu/6449849
【动漫】24小时不间断动漫专场,http://43.138.170.29:35455/douyu/7493575
【动漫】记录你的王者峡谷生活~,http://43.138.170.29:35455/douyu/9360149
【小叮当】童年经典动画片,http://43.138.170.29:35455/douyu/9445279
中二日记搞笑日常更新,http://43.138.170.29:35455/douyu/9505575
动漫推荐官方直播间,http://43.138.170.29:35455/douyu/5187099
【经典动漫】9455567,http://43.138.170.29:35455/douyu/9455567
笑出腹肌动漫0,http://43.138.170.29:35455/douyu/8380708
【神剧】经典神剧,http://43.138.170.29:35455/douyu/3700024
【贝爷影厅】经典科幻动作灾难巨兽,http://43.138.170.29:35455/douyu/252802
【西游】由爱故生怨怨恨交缠那又何苦,http://43.138.170.29:35455/douyu/9518204
斗鱼电影7,http://43.138.170.29:35455/douyu/3637726
斗鱼电影8,http://43.138.170.29:35455/douyu/323876
斗鱼电影10,http://43.138.170.29:35455/douyu/2935323
斗鱼电影11,http://43.138.170.29:35455/douyu/7459925
斗鱼电影16,http://43.138.170.29:35455/douyu/431460
斗鱼电影18,http://43.138.170.29:35455/douyu/4246519
斗鱼电影22,http://43.138.170.29:35455/douyu/1979257
斗鱼电影23,http://43.138.170.29:35455/douyu/7494871
斗鱼电影26,http://43.138.170.29:35455/douyu/8413092
斗鱼电影35,http://43.138.170.29:35455/douyu/248753
斗鱼电影71,http://43.138.170.29:35455/douyu/2987100
斗鱼电影77,http://43.138.170.29:35455/douyu/2758565
斗鱼电影81,http://43.138.170.29:35455/douyu/3870925
斗鱼电影95,http://43.138.170.29:35455/douyu/4549169
斗鱼电影97,http://43.138.170.29:35455/douyu/8867878
斗鱼电影99,http://43.138.170.29:35455/douyu/7655471
斗鱼电影105,http://43.138.170.29:35455/douyu/4290711
斗鱼电影108,http://43.138.170.29:35455/douyu/6566671
斗鱼电影111,http://43.138.170.29:35455/douyu/8475821
斗鱼电影117,http://43.138.170.29:35455/douyu/338759
斗鱼电影124,http://43.138.170.29:35455/douyu/2793084
斗鱼电影125,http://43.138.170.29:35455/douyu/5067952
斗鱼电影128,http://43.138.170.29:35455/douyu/675072
斗鱼电影129,http://43.138.170.29:35455/douyu/413573
斗鱼电影134,http://43.138.170.29:35455/douyu/6725858
斗鱼电影135,http://43.138.170.29:35455/douyu/7476264
斗鱼电影136,http://43.138.170.29:35455/douyu/5689514
斗鱼电影141,http://43.138.170.29:35455/douyu/7623292
斗鱼电影145,http://43.138.170.29:35455/douyu/5033502
斗鱼电影151,http://43.138.170.29:35455/douyu/426517
斗鱼电影153,http://43.138.170.29:35455/douyu/8799435
斗鱼电影155,http://43.138.170.29:35455/douyu/4258555
斗鱼电影165,http://43.138.170.29:35455/douyu/8705754
斗鱼电影166,http://43.138.170.29:35455/douyu/5581257
斗鱼电影169,http://43.138.170.29:35455/douyu/7528160
斗鱼电影90,http://43.138.170.29:35455/douyu/6785471
斗鱼电影110,http://43.138.170.29:35455/douyu/8415464
斗鱼电影113,http://43.138.170.29:35455/douyu/5522351
斗鱼电影114,http://43.138.170.29:35455/douyu/562225
斗鱼电影115,http://43.138.170.29:35455/douyu/223521
斗鱼电影116,http://43.138.170.29:35455/douyu/8651489
斗鱼电影118,http://43.138.170.29:35455/douyu/4631599
斗鱼电影120,http://43.138.170.29:35455/douyu/5354713
斗鱼电影122,http://43.138.170.29:35455/douyu/3485629
斗鱼电影130,http://43.138.170.29:35455/douyu/8014467
斗鱼电影137,http://43.138.170.29:35455/douyu/1274132
斗鱼电影143,http://43.138.170.29:35455/douyu/7314294
斗鱼电影149,http://43.138.170.29:35455/douyu/6582435
斗鱼电影150,http://43.138.170.29:35455/douyu/3980787
斗鱼电影158,http://43.138.170.29:35455/douyu/8788687

斗鱼直播,http://43.138.170.29:35455/douyu/11342386

牛叔说电影,http://43.138.170.29:35455/douyu/2758565
刘老师说电影,http://43.138.170.29:35455/douyu/8317926
代娱说美剧,http://43.138.170.29:35455/douyu/9123570
炊事班的故事,http://43.138.170.29:35455/douyu/9639508
漫威,http://43.138.170.29:35455/douyu/6140589
倍速播放,http://43.138.170.29:35455/douyu/4105989
精彩电影,http://43.138.170.29:35455/douyu/9650887
午夜一部片,http://43.138.170.29:35455/douyu/1557481
地下交通站,http://43.138.170.29:35455/douyu/7253343
龙门镖局,http://43.138.170.29:35455/douyu/9650860
科学放映室,http://43.138.170.29:35455/douyu/9439712
胥渡吧,http://43.138.170.29:35455/douyu/2040822
徐大骚,http://43.138.170.29:35455/douyu/961386
经典小品,http://43.138.170.29:35455/douyu/9067836
舌尖上的火锅,http://43.138.170.29:35455/douyu/9650849
茶啊二中,http://43.138.170.29:35455/douyu/2925610
鬥魚直播-老爹:還有一件事,http://43.138.170.29:35455/douyu/7134757
鬥魚影評-大白話來也,http://43.138.170.29:35455/douyu/9412287
鬥魚影評-小黑講電影,http://43.138.170.29:35455/douyu/8867878
鬥魚影評-小滔講電影,http://43.138.170.29:35455/douyu/8415464
鬥魚影評-火龍果說電影,http://43.138.170.29:35455/douyu/9559158
鬥魚影評-牛叔-N分鐘看大片,http://43.138.170.29:35455/douyu/2758565
鬥魚影評-史君說劇,http://43.138.170.29:35455/douyu/297689
鬥魚影評-史君說劇,http://43.138.170.29:35455/douyu/9419771
鬥魚影評-宇哥講電影,http://43.138.170.29:35455/douyu/8651489
鬥魚影評-挖溝連,http://43.138.170.29:35455/douyu/8413092
鬥魚影評-科幻Fans布瑪,http://43.138.170.29:35455/douyu/3508304
鬥魚影評-培根悖論嘮嘮嗑,http://43.138.170.29:35455/douyu/5354713
鬥魚影評-菇菇說過,http://43.138.170.29:35455/douyu/8788687
鬥魚影評-劉老師說電影,http://43.138.170.29:35455/douyu/8317926
鬥魚影評-誰語說電影,http://43.138.170.29:35455/douyu/8705754
鬥魚影評-雞哥聊電影,http://43.138.170.29:35455/douyu/6725858
鬥魚影評-騎毛驢的八戒,http://43.138.170.29:35455/douyu/1979257
鬥魚影評01,http://43.138.170.29:35455/douyu/4258555
鬥魚影評02,http://43.138.170.29:35455/douyu/9562616
鬥魚影評03,http://43.138.170.29:35455/douyu/9527700
鬥魚影評04,http://43.138.170.29:35455/douyu/9573592
鬥魚影評05,http://43.138.170.29:35455/douyu/8656759
鬥魚影評06,http://43.138.170.29:35455/douyu/8986636
鬥魚影評07,http://43.138.170.29:35455/douyu/9837291
鬥魚影評08,http://43.138.170.29:35455/douyu/8014467
鬥魚影評09,http://43.138.170.29:35455/douyu/562225
鬥魚影評-宇宙無敵韓三金,http://43.138.170.29:35455/douyu/3194372
鬥魚電影-Firend黎伽嘛,http://43.138.170.29:35455/douyu/8603174
鬥魚電影-IMAX影廳,http://43.138.170.29:35455/douyu/4332
鬥魚電影-Liz陪看,http://43.138.170.29:35455/douyu/7254536
鬥魚電影-女神金電影,http://43.138.170.29:35455/douyu/747764
鬥魚電影-小 U 電影,http://43.138.170.29:35455/douyu/96577
鬥魚電影-小宇 60 幀,http://43.138.170.29:35455/douyu/323876
鬥魚電影-午夜故事,http://43.138.170.29:35455/douyu/8722254
鬥魚電影-功夫港片,http://43.138.170.29:35455/douyu/3637765
鬥魚電影-可樂電影,http://43.138.170.29:35455/douyu/20415
鬥魚電影-奶蟲恐怖電影,http://43.138.170.29:35455/douyu/263824
鬥魚電影-冰冰小劇場,http://43.138.170.29:35455/douyu/74374
鬥魚電影-吃米的蟲,http://43.138.170.29:35455/douyu/315457
鬥魚電影-宇哥電影,http://43.138.170.29:35455/douyu/413573
鬥魚電影-豆瓣高分,http://43.138.170.29:35455/douyu/8770422
鬥魚電影-貝貝影院,http://43.138.170.29:35455/douyu/431460
鬥魚電影-貝爺影院,http://43.138.170.29:35455/douyu/252802
鬥魚電影-貝爺影廳,http://43.138.170.29:35455/douyu/36337
鬥魚電影-邦德影院,http://43.138.170.29:35455/douyu/9292499
鬥魚電影-怡寳影院,http://43.138.170.29:35455/douyu/434971
鬥魚電影-林正英 1,http://43.138.170.29:35455/douyu/7356023
鬥魚電影-林正英 2,http://43.138.170.29:35455/douyu/218859
鬥魚電影-林林影視,http://43.138.170.29:35455/douyu/9652323
鬥魚電影-邵氏影院,http://43.138.170.29:35455/douyu/4246519
鬥魚電影-科幻系列,http://43.138.170.29:35455/douyu/8107217
鬥魚電影-恐怖故事,http://43.138.170.29:35455/douyu/2337939
鬥魚電影-恐怖經典,http://43.138.170.29:35455/douyu/1165374
鬥魚電影-恐怖電影,http://43.138.170.29:35455/douyu/310926
鬥魚電影-桃花影院,http://43.138.170.29:35455/douyu/7305938
鬥魚電影-特輯影院,http://43.138.170.29:35455/douyu/3637778
鬥魚電影-神樂影片 1,http://43.138.170.29:35455/douyu/122402
鬥魚電影-神樂影片 2,http://43.138.170.29:35455/douyu/85894
鬥魚電影-鬼片恐怖驚悚,http://43.138.170.29:35455/douyu/2935323
鬥魚電影-鬼吹燈系列,http://43.138.170.29:35455/douyu/9292503
鬥魚電影-國產青春,http://43.138.170.29:35455/douyu/5423
鬥魚電影-救救小鸭吧,http://43.138.170.29:35455/douyu/7925840
鬥魚電影-淩兒影院,http://43.138.170.29:35455/douyu/1377142
鬥魚電影-喜劇經典,http://43.138.170.29:35455/douyu/9650887
鬥魚電影-喜劇電影,http://43.138.170.29:35455/douyu/9292492
鬥魚電影-港式恐怖,http://43.138.170.29:35455/douyu/3637726
鬥魚電影-粤语電影,http://43.138.170.29:35455/douyu/1226741
鬥魚電影-菜園小餅,http://43.138.170.29:35455/douyu/7701735
鬥魚電影-華語動作,http://43.138.170.29:35455/douyu/1504768
鬥魚電影-華語電影,http://43.138.170.29:35455/douyu/3928
鬥魚電影-萌牛影院,http://43.138.170.29:35455/douyu/7494871
鬥魚電影-愛看電影,http://43.138.170.29:35455/douyu/432071
鬥魚電影-粵語電影 1,http://43.138.170.29:35455/douyu/2466104
鬥魚電影-粵語電影 2,http://43.138.170.29:35455/douyu/6566671
鬥魚電影-粵語綜藝,http://43.138.170.29:35455/douyu/7919720


//肥羊20240220
新三国,https://www.goodiptv.club/douyu/5908256
邵氏影院,https://www.goodiptv.club/douyu/4246519
鬼片恐怖惊悚,https://www.goodiptv.club/douyu/2935323
恐怖故事,https://www.goodiptv.club/douyu/2337939
科幻动作,https://www.goodiptv.club/douyu/4332
怡寳影院,https://www.goodiptv.club/douyu/434971
粤语电影,https://www.goodiptv.club/douyu/6566671
神乐影院,https://www.goodiptv.club/douyu/85894
苹果影院,https://www.goodiptv.club/douyu/2793084
午夜故事,https://www.goodiptv.club/douyu/8722254
功夫港片,https://www.goodiptv.club/douyu/3637765
桃花影院,https://www.goodiptv.club/douyu/7305938
贝贝影院,https://www.goodiptv.club/douyu/431460
译制国语,https://www.goodiptv.club/douyu/2436390
幸运影院,https://www.goodiptv.club/douyu/7270927
蚂蚱影院,https://www.goodiptv.club/douyu/6079455
纪录片,https://www.goodiptv.club/douyu/4360438
贝爷求生,https://www.goodiptv.club/douyu/454867
野外生存,https://www.goodiptv.club/douyu/1339207
经典港剧,https://www.goodiptv.club/douyu/4549169
小宇影院,https://www.goodiptv.club/douyu/323876
恐怖丧尸鬼片,https://www.goodiptv.club/douyu/263824
表妹影院,https://www.goodiptv.club/douyu/5423
荒野建造者,https://www.goodiptv.club/douyu/9611578
邦德影院,https://www.goodiptv.club/douyu/9292499
科幻动作灾难,https://www.goodiptv.club/douyu/248753
可乐影院,https://www.goodiptv.club/douyu/20415
特辑影院,https://www.goodiptv.club/douyu/3637778
贝爷影院,https://www.goodiptv.club/douyu/252802
惊悚影院,https://www.goodiptv.club/douyu/96577
港式恐怖,https://www.goodiptv.club/douyu/3637726
吃米滴虫,https://www.goodiptv.club/douyu/315457
漫威影片,https://www.goodiptv.club/douyu/6140589
刘德华电影1,https://www.goodiptv.club/douyu/2516864
喜剧经典,https://www.goodiptv.club/douyu/9650887
豆瓣高分,https://www.goodiptv.club/douyu/8770422
林正英电影2,https://www.goodiptv.club/douyu/7356023
宇哥电影,https://www.goodiptv.club/douyu/413573
贝爷影厅2,https://www.goodiptv.club/douyu/36337
霍格影片,https://www.goodiptv.club/douyu/8814650
冰冰经典电影,https://www.goodiptv.club/douyu/74374
避风港影院,https://www.goodiptv.club/douyu/9826611
恐怖经典,https://www.goodiptv.club/douyu/1165374
华语电影,https://www.goodiptv.club/douyu/3928
华语动作电影,https://www.goodiptv.club/douyu/1504768
喜剧电影,https://www.goodiptv.club/douyu/9292492
带你看大片,https://www.goodiptv.club/douyu/2758565
海绵与大星,https://www.goodiptv.club/douyu/2250349
一起看恐怖片,https://www.goodiptv.club/douyu/9412287
平安夜快乐,https://www.goodiptv.club/douyu/6863367
片荒的日子,https://www.goodiptv.club/douyu/4258555
大胡子魏,https://www.goodiptv.club/douyu/8792763
童年回忆,https://www.goodiptv.club/douyu/8915074
爆笑解说,https://www.goodiptv.club/douyu/8317926
爆笑解说,https://www.goodiptv.club/douyu/2660125
下饭神剧,https://www.goodiptv.club/douyu/276200
悬疑犯罪,https://www.goodiptv.club/douyu/9171887
看经典,https://www.goodiptv.club/douyu/7314294
不一样的电影,https://www.goodiptv.club/douyu/2632223
科幻影视解说,https://www.goodiptv.club/douyu/3508304
开心锤锤,https://www.goodiptv.club/douyu/9018297
热血动漫,https://www.goodiptv.club/douyu/206858
凛冬之地,https://www.goodiptv.club/douyu/8945323
高分影视,https://www.goodiptv.club/douyu/1735337
看美剧,https://www.goodiptv.club/douyu/8869614
动漫直播,https://www.goodiptv.club/douyu/1487654
吃米滴虫,https://www.goodiptv.club/douyu/315457
神乐影片1,https://www.goodiptv.club/douyu/122402
神乐影片2,https://www.goodiptv.club/douyu/85894
贝爷MAX厅,https://www.goodiptv.club/douyu/4332
周星驰电影,https://www.goodiptv.club/douyu/3990812
刘德华电影1,https://www.goodiptv.club/douyu/2516864
刘德华电影2,https://www.goodiptv.club/douyu/8985415
喜剧经典,https://www.goodiptv.club/douyu/9650887
豆瓣高分,https://www.goodiptv.club/douyu/8770422
女神金电影,https://www.goodiptv.club/douyu/747764
贝爷影厅2,https://www.goodiptv.club/douyu/36337
可乐电影,https://www.goodiptv.club/douyu/20415
冰冰经典电影,https://www.goodiptv.club/douyu/74374
奶虫恐怖电影,https://www.goodiptv.club/douyu/263824
避风港影院,https://www.goodiptv.club/douyu/9826611
林林影院,https://www.goodiptv.club/douyu/9652323
漫威电影,https://www.goodiptv.club/douyu/4282654
恐怖经典,https://www.goodiptv.club/douyu/1165374
华语电影,https://www.goodiptv.club/douyu/3928
华语动作电影,https://www.goodiptv.club/douyu/1504768
怀旧90,https://www.goodiptv.club/douyu/9275635
高帧影片,https://www.goodiptv.club/douyu/6763930
米娅电影,https://www.goodiptv.club/douyu/6537888
小九电影,https://www.goodiptv.club/douyu/7136517
【RM-点播】点播!模式-24H欢乐不断,https://www.goodiptv.club/douyu/131977
【RM-轮播】轮播!模式-24H欢乐不断,https://www.goodiptv.club/douyu/7298973
【回首往事】仨房间画面同步显示,https://www.goodiptv.club/douyu/1569773
大星与海绵方块,https://www.goodiptv.club/douyu/3949681
美味!蟹黄堡,https://www.goodiptv.club/douyu/8762358
海绵与大星直播间,https://www.goodiptv.club/douyu/2250349
【猫和老鼠】汤姆和杰瑞童年回忆,https://www.goodiptv.club/douyu/7888428
【柯南】外表看似小孩智慧却过于常人,https://www.goodiptv.club/douyu/6484910
江户川柯南是一个蒸蛋。,https://www.goodiptv.club/douyu/5377297
万年如一柯播南各位给点电费吧,https://www.goodiptv.club/douyu/1783144
【三笠】根本不存在解不开的迷!,https://www.goodiptv.club/douyu/7050342
【超级赛亚人】悟吉塔,https://www.goodiptv.club/douyu/7190773
草帽丶海贼团的直播间,https://www.goodiptv.club/douyu/997925
【Hunter】动漫热血老贼冒险,https://www.goodiptv.club/douyu/6610883
【童年往事】仨房间画面同步显示点播,https://www.goodiptv.club/douyu/7256376
妖精的直播间,https://www.goodiptv.club/douyu/5960746
【天使点播】动漫直播间,https://www.goodiptv.club/douyu/1487654
【动漫】超燃怀旧经典,https://www.goodiptv.club/douyu/1174353
